Año de presentación;Expediente No. (Sigla completa del sistema de la Corte);Carátula;Fecha de la Resolución;Cita de Fallos;Tipo de Actor 1;Actor 2 (si hubiera más de un tipo);Actor 3 (si hubiera más de dos tipos);Vecinos de otra provincia;La Corte utiliza la causal de vecindad;Tipo de Demandado 1;Tipo de Demandado 2 (si hubiera más de un tipo);Tipo de Demandado 3 (si hubiera más de dos tipo);Tipo de demandado 4;Cantidad de Provincias que  originalmente integran la litis;Citación de terceros ;Cantidad de provincias citadas como tercero por el tribunal;Tema;Recurso involucrado (nombrar el recurso);Posterga;Decision de la Corte;Argumento para sostener o rechazar la competencia originaria;Involucra recurso interjurisdiccional (según la Corte);Prueba del daño interjurisdiccional;Prueba presentada;Dicta cautelar;Convoca a Audiencia Pública;Conformación de Mayoría (solo respecto de la competencia);de quién es la disidencia/voto?;disidencia sobre total;Cantidad de jueces que votan (en cualquier sentido);Quienes no votan;Presidencia;Composición;Jurisprudencia citada por la Corte sobre interjurisdiccionalidad;Procurador;Involucra un recurso interjurisdiccional para el Procurador;Remisión al procurador (total o parcialmente);Secretaría de tramitación (al momento de determinar la competencia);Comentarios
2013;A. 167. XLIX. ORI;Asociación de Superficiarios de la Patagonia (ASSUPA) c/ YPF S.A. y otros s/daño ambiental;29/4/2014;No tiene;ONG;NA;NA;Si;No;Empresa;NA;NA;NA;0;Rechaza;0;Aguas;Cuenca Hídrocarburífera Cuyana;0;Rechaza;No hay provincia.;No dice;No dice;Informe elaborado por la empresa Astecna S.R.L. que se agrega como prueba documental a fs. 121/178 (mencionado en dictamen PGN);No;No;Unanimidad;NA;NA;5;Argibay y Zaffaroni;RL;RL1;-;incompetencia;No;No;ORI;"La actora había citado como tercero a la provincia de Mendoza. PGN: sostiene que ""la actora no logra demostrar cuál sería el recurso natural de carácter interjurisdiccional que se encontraría afectado y tampoco delimita los suelos, subsuelos y cursos de agua que estarían presuntamente contaminados; pues sólo hace una insuficiente
referencia genérica a que el problema consistente en la contaminación de una vasta región geográfica"". Asimismo, agrega que ""la Corte, a través de distintos precedentes, ha delineado los criterios que deben tenerse en cuenta para determinar la procedencia de la competencia federal en razón de la materia ambiental, estableciendo que, en primer término, hay que delimitar el ámbito territorial afectado, pues, como lo ha previsto el legislador nacional, corresponde que el debate se refiere a un recurso ambiental interjurisdiccional (Fallos: 327:3880 y 329:2316) o a un área geográfica que se extienda más allá de la frontera provincial (Fallos: 330:4234; 331:1679)"" . ""Asimismo, es preciso recordar que la definición de la naturaleza federal del pleito debe ser realizada con especial estrictez, por lo que resulta imprescindible demostrar, con alguna evaluación cientifica, la efectiva contaminación o degradación -según los términos de la ley General del Ambientede un recurso ambiental interjurisdiccional, esto es, la convicción debe necesariamente surgir de los términos en que se formule la demanda y de los estudios ambientales que la acompañen, lo que permitirá sostener la pretendida interjurisdiccionalidad, o, en su defecto, de alguna evidencia que pruebe que resulta verosímil la afectación de las jurisdicciones involucradas (Fallos: 329:2469 y 330:4234).
"
2010;U. 67. XLVI. ORI;UNIVERSIDAD NACIONAL DE RIO CUARTO c/ CORDOBA, PROVINCIA DE Y OTRO s/ACCION DECLARATIVA DE INCONSTITUCIONALIDAD;20/5/2014;337:627;Ente nacional/internacional;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;1;No;0;Bosques;NA;0;Acepta;Fuero federal por la persona y provincia.;No dice;No;NA;No;No;Unanimidad;NA;NA;4;Lorenzetti y Petracchi;RL;RL2;;competencia;No dice;Si;ORI;
2014;L. 243. L. ORI;LA PAMPA, PROVINCIA DE c/ MENDOZA, PROVINCIA DE s/uso de aguas;21/10/2014;No tiene;Estado Provincial;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;2;No;0;Aguas;Río Atuel;0;Acepta;Demanda entre provincias;Si;Si;NA;No;No;Unanimidad;NA;NA;4;Zaffaroni;RL;RL3;Palazzani c/ Mendoza;competencia;Si;Si;ORI;Un fallo de la causa La Pampa c. Mendoza
2008;CSJ 957/2008 (44-M)/CSl;Misiones, Provincia de c/ Estado Nacional y otro s/ nulidad de acto administrativo  *;9/5/2009;338:362;Estado Provincial;NA;NA;NA;NA;Estado Nacional;Ente nacional/internacional;Estado Provincial;NA;1;No;0;Parques Nacionales;Parque Nacional Iguazú;0;Acepta;Fuero federal por la persona y provincia.;No dice;NA;NA;No;No;Unanimidad;NA;NA;4;Lorenzetti, Zaffaroni, Argibay;RL;RL1;;competencia;No dice;Si;ORI;Columna para: territorio de jurisdicción federal 
2009;Z. 107. XLV. ORI;ZEBALLOS, SAUL ARGENTINO c/ SAN JUAN, PROVINCIA DE Y OTROS s/AMPARO AMBIENTAL;1/11/2015;No tiene;Persona Física;NA;NA;No;No;Estado Provincial;Estado Nacional;NA;NA;1;No;0;Minería e Hidrocarburos;Río Las Taguas (Sistema del Desaguadero), Reserva Internacional de Biosfera San Guillermo (área natural protegida);0;Rechaza;Derecho local;No;No;Informe de Impacto Ambiental;No;No;Unanimidad;NA;NA;3;Lorenzetti;RL;RL4;"ASSUPA"" (Fallos:3330:4234) y CSJ 833/2007 (43-F) ""Flores Nuñez, Roberto Ramón"" sentencia del 27/08/2013";competencia;Si;No;ORI;"La Corte remite a precedentes ""ASSUPA"" (Fallos:3330:4234) y CSJ 833/2007 (43-F) ""Flores Nuñez, Roberto Ramón"" sentencia del 27/08/2013 en la cual la Corte declaró la incompetencia origianaria al sostener que en casos de recomposición del daño ambiental colectivo la competencia correspondía a los tribunales de justicia local toda vez que debía reconocerse a las autoridades locales la facultad de aplicar criterios de protección ambiental y juzgar si los actos de las autoridades, en ejercicio de sus propios poderes, afectaban el bienestar perseguido."
2014;CSJ 5258/2014;Asociación Argentina de Abogados Ambientalistas de la Patagonia c/ Santa Cruz, Provincia de y otro s/ amparo ambiental ;21/12/2016;339:1732;ONG;NA;NA;No;No;Estado Nacional;Estado Provincial;NA;NA;1;No;0;EIA;Lago Argentino, a los glaciares Perito Moreno, Spegazzini y Upsala, y al Parque Nacional Los Glaciares.;1;Rechaza;No hay provincia demanada. Estado nacional es el único obligado;No dice;No;La Corte ordenó librar informes al EN el 26/4/2016 y, en ese momento, postergó la decisión. ;Si;No;Unanimidad;NA;NA;5;NA;RL;RL7;"Fallos: 330:555, considerando 7°; 333:479; 334:1143 y 1342)  ";incompetencia;No;No;AMB;No hay dictamen porque ya había sido oida la PGN para el fallo anterior (raro, porque se produzco más prueba justo a pedido de la Corte)
2016;CSJ 1055/2016;LA PAMPA , PROVINCIA DE c/ ESTADO NACIONAL Y OTROS s/ORDINARIO;7/3/2019;No tiene;Estado provincial;NA;NA;NA;NA;Estado Nacional;Estado Provincial;NA;NA;8;No;0;Aguas;Cuenca Hídrica de la cuenca Desaguadero-Salado-Chalideuvú-Curacó-Colorado;0;Acepta;Demanda entre provincias;No dice;NA;NA;No;No;Unanimidad;NA;NA;5;;CR;CR;NA;competencia;Si;Si;ORI;
2011;M. 185. XLVII. ORI;MINERA ARGENTINA GOLD S.A. Y OTRO c/ ESTADO NACIONAL s/ACCION DECLARATIVA DE INCONSTITUCIONALIDAD;7/6/2011;No tiene;Empresa;NA;NA;NA;No;Estado Nacional;NA;NA;NA;0;Si;1;Glaciares;No dice;0;Acepta;Fuero federal por la persona y provincia.;No dice;No;NA;No;No;Unanimidad;NA;NA;7;NA;CR;CR;NA;competencia;No;Si;ORI;"CSJN y PGN sostienen que ""la cuestión planteada resulta sustancialmente análoga a la examinada y resuelta por esta Corte en la causa B.140.XLVII “Barrick Exploraciones Argentinas S.A. y otro c/ Estado Nacional s/ acción declarativa de inconstitucionalidad”, sentencia de la fecha, a  cuyos fundamentos y conclusiones corresponde remitir en razón de brevedad y con el propósito de evitar repeticiones innecesarias"
2000;"B. 528. XXXVI.
";Buenos Aires, Provincia de c/ Santa Fe, Provincia de s/ sumarísimo -derivación de aguas- ;13/7/2000;323:1877;Estado provincial;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;2;Si;1;Aguas;Cuenca de la Laguna La Picasa;0;Acepta;Demanda entre provincias;Si;NA;NA;Si;No;Unanimidad;NA;NA;5;NA;JN;JN3;NA;NA;NA;No;ORI;"La CSJN cita los siguientes fallos para justificar la competencia originaria: Fallos: 165:83; arg. Fallos: 269:378; causa B.134.XX ""Buenos Aires, Provincia de c/ La Pampa, Provincia de s/ sumarísimo"", pronunciamiento del 5 de julio de 1984. No encontré el dictamen del PGN."
2010;CSJ 60/2010;ESTADO NACIONAL (EJERCITO ARGENTINO) c/ MENDOZA, PROVINCIA DE s/ACCION DECLARATIVA;9/3/2011;334:240;Estado Nacional;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;1;No;0;Areas protegidas provinciales;"Parque Provincial Aconcagua - Inmueble del Estado Nacional: BR 1059 ""Estancia Uspallata""";0;Acepta;Fuero federal por la persona y provincia.;No dice;NA;NA;Si;No;Unanimidad;NA;NA;5;Lorenzetti, Zaffaroni;RL;RL1;NA;competencia;No dice;No;ORI;Es un fallo que trata de compatibilizar intereses de preservación ambiental en propiedades del Estado Nacional que habían sido encomendadas a la defensa nacional. Hay una disidencia parcial de argibay sobre la cautelar pero no sobre la competencia.
2006;"CSJ 85/2006 (42-E)/CS1 
";Estado Nacional (Estado Mayor General del Ejército) c/ Mendoza, Provincia de s/ acción declarativa de inconstitucionalidad   *;27/3/2007;330:1261;Estado Nacional;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;1;No;0;Areas protegidas provinciales;"Estancia El Yaucha -""EBR 3792 Campo General Alvarado""";0;Acepta;Fuero federal por la persona y provincia.;No dice;NA;NA;Si;No;Unanimidad;NA;NA;6;Zaffaroni;RL;RL1;NA;Competencia;No dice;No;ORI;Disidencia parcial de argibay sobre la cautelar
2018;FCB 001168/2018/CS003;Gahan, Juana María y otros c/ Córdoba, Provincia de s/amparo ambiental  *;4/6/2020;343:319;Persona Física;NA;NA;No;No;Estado Provincial;NA;NA;NA;1;Rechaza;0;EIA;Solicitan que se realice la EIA previa a una obra ;0;Rechaza;Derecho local. No hay interjurisdiccionalidad del daño.;No;Insuficiente;"Informe Técnico Ambiental Final en el cual se analizan los impactos y daños ambientales; Constatación notarial de grado de avance de las obras; pliego de licitación de la obra";No;No;Unanimidad;NA;NA;5;NA;CR;CR;"""Di Giano, Iris Mabel s/ incidente de incompetencia""";competencia;Si;No;AMB;"Los actores habían iniciado la acción ante los tribunales federales de Córdoba. El juez de primera instancia se declaró incompetente y sostuvo que la decisión le correspondía la la CSJN.
Criterio de interjurisdiccionalidad según la CSJN: teniendo en cuenta que la indiscutible migración de los cursos de agua, y de elementos integrados a ella como consecuencia de la acción antrópica, no son datos suficientes para tener por acreditada la interjurisdiccionalidad. Si bien la interdependencia es inherente al ambiente, y sobre la base de ella podría afirmarse que siempre se puede aludir al carácter interjurisdiccional referido, para valorar las situaciones que se plantean no debe perderse de vista la localización del factor degradante."
2018;CSJ 2442/2018;MARISI, LUCAS c/ BUENOS AIRES, PROVINCIA DE Y OTROS s/AMPARO AMBIENTAL;18/6/2020;342:2256;Persona Física;NA;NA;No;No;Estado Nacional;Estado Provincial;Municipio;Empresa;1;No;0;EIA;Pista de la lera. Brigada Aérea Militar de El Palomar.;0;Rechaza;No hay provincia.;No;No;No dice;No;No;Unanimidad;NA;NA;5;NA;CR;CR;NA.;incompetencia;No;Si;AMB;Caso Aeropuerto El Palomar. Se demanda a la provincia de Buenos Aires en razón del poder de control ambiental que tendría el OPDS sobre la habilitación de la Base Militar de El Palomar como un aeropuerto comercial y dicha entidad no se identifica con la provincia, puesto que tiene personalidad jurídica distinta a la provincia. 
2019;CSJ 286/2019;PESQUERA VERAZ SOCIEDAD ANONIMA Y OTRAS c/ CHUBUT, PROVINCIA DEL s/ACCION DECLARATIVA DE INCONSTITUCIONALIDAD;8/7/2020;No tiene;Empresa;NA;NA;Si;No;Estado Provincial;NA;NA;NA;1;No;0;Impuestos/Tasas/Contribuciones/Aranceles;Recursos pesqueros;0;Rechaza;Derecho local;No dice;No;No menciona;No;No;Unanimidad;NA;NA;3;Rosenkrantz y Lorenzetti;CR;CR;"""Agropez S.A. c/ Chubut, 'Provincia del s/ acción declarativa de inconstitucionalidad""";competencia;No dice;No;ORI;La empresa tiene domicilio en Mar del Plata, aunque no entra a analizar a los fines de la competencia originaria. La PGN sostiene que hay un manifiesto contenido federal porque lo que se discute son las facultades federales sobre la pesca.
2019;FCR 000419/2019/CS001;Machuca, Ismael Ramón y otros c/ Santa Cruz, Provincia de y otro (Estado Nacional) s/ amparo ley 16.986;6/8/2020;343:711;Persona Física;NA;NA;NA;NA;Ente nacional/internacional;NA;NA;NA;0;No;0;Aguas;Acceso al agua potable;0;Rechaza;No hay provincia.;No dice;NA;No menciona;No;No;Unanimidad;NA;NA;3;Rosenkrantz y Rosatti;CR;CR;Sojo;incompetencia;No dice;Si;AMB;"Contra el Ente Nacional de Obras Hídricas de Saneamiento (ENOHSA) y Servicios Públicos S.E.
Es una causa interpuesta ante el juzgado federal de Caleta Oliva. El juez federal dispuso la acumulación de las actuaciones con la causa caratulada CSJ 1432/2017 ""López, María Teresa c/ Santa Cruz, Provincia de yotros (Estado Nacional) s/ amparo ambiental"", en trámite por ante la CSJN. La Corte aún no se ha expedido sobre la competencia de esta causa. "
2020;CSJ 468/2020 ;Equística Defensa del Medio Ambiente Aso. Civ. c/ Santa Fe, Provincia de y otros s/ amparo ambiental ;11/8/2020;343:726;ONG;NA;NA;No;No;Municipio;Estado Provincial;Estado Nacional;NA;2;No;0;Quemas;Delta del Paraná (humedal);0;Acepta;Fuero federal por la materia y provincia.;Si;Si;No menciona;Si;No;Unanimidad;NA;NA;5;NA;CR;CR;"""Municipalidad de Rosario c/ Entre Ríos, Provincia de y otro s/ amparo ; Universidad Nacional de Rosario c/ Entre Ríos, Provincia de s/ amparo";competencia;Si;Si;AMB;Los demandados son 4: Municipalidad de Rosario, la Provincia de Santa Fe, la Municipalidad de Victoria, la Provincia de Entre Ríos, y el Estado Nacional
2018;CSJ 826/2018;ASOCIACION ARGENTINA DE ABOGADOS AMBIENTALISTAS DE LA PATAGONIA (AAAAP) c/ CHUBUT, PROVINCIA DEL Y OTRO (ESTADO NACIONAL) s/AMPARO AMBIENTAL;17/12/2020;No tiene;ONG;NA;NA;No dice;No;Estado Provincial;Estado Nacional;NA;NA;1;No;0;Fauna;Orcas patagónicas;0;Rechaza;Derecho local y acumulación subjetiva de pretenciones inadmisible;No dice;NA;No menciona;No;No;Unanimidad;NA;NA;4;Lorenzetti;CR;CR;Mendoza, Salas, Sojo, Vecinos por un Brandsen Ecológico Soco Civil c/Provincia de Buenos Aires;incompetencia;No dice;Si;AMB;Si bien el área en cuestión había sido declarada Patrimonio Natural de la Humanidad por UNESCO, esto no obsta a la decisión sobre la incompetencia.
2014;FSA 18805/2014/CS1;Saavedra, Silvia Graciela y otro c/ Administración Nacional de Parques Nacionales Estado Nacional y otros s/ amparo ambiental;25/2/2021;344:174;Persona Física;NA;NA;No;No;Ente nacional/internacional;Estado Provincial;Empresa;Municipio;1;No;0;Parques Nacionales;Parque Nacional Calilegua;1;Acepta;Fuero federal por la materia y la persona y provincia.;Si;Si;Pedido de informes ordenado por la CSJN a distintas entidades;Si;No;Disidencia;Disidencia de Highton de Nolasco;0.25;4;Rosenkrantz;CR;CR;(Fallos: 329:2390). Fallos: 312:389, Fallos: 340:1695;competencia;Si;No;AMB;Los actores habían planteado su caso ante la justicia federal de Jujuy. El juzgado se declara incompetente y por eso el caso llega a la Corte. Highton (en disidencia parcial) considera prematura la declaración de competencia)
2018;FCB 73543/2018/CS1;Ullate, Sergio Raúl c/ Provincia de Córdoba y otros s/ amparo ley 16.986;23/3/2021;344:409;Persona Física;NA;NA;No;No;Estado Provincial;Municipio;Organismo Interjurisdiccional;NA;1;Rechaza;0;Residuos;Laguna de Gregoris;0;Rechaza;Derecho local. Ente nacional no es parte sustancial;No dice;No;"No dice, pero como remite parcialmente al dictamen de la PGN, podemos entender que le resultó insuficiente. Incluye consideraciones del actor, la transcripción del informe producido en una causa penal por el Dpto. de Delitos Ambientales de la Policía Federal y prueba y documentos producidos en ""FMZ 46829/2018/CS1 Martínez, Pablo c/ Provincia de Córdoba y otros s/ amparo ambiental"" (sobre el mismo hecho)";No;No;Unanimidad;NA;NA;5;NA;CR;CR;NA;incompetencia;No;Si;AMB;"El actor había planteado su caso ante la justicia federal de Río Cuarto, en Córdoba. El juzgado se declara incompetente y por eso el caso llega a la Corte.

Dictamen cita Fallos 318:992, (Fallos: 327:3880 y 329:2316) (Fallos: 330:4234; 331:1679). ""Rebull"", Fallos: 329:2911)."
2019;FCB 36528/2019/CS1 ;Comuna de Josefina c/ Provincia de Santa Fe y otro s/ medida autosatisfactiva;22/4/2021;No tiene;Municipio;NA;NA;Si;No;Estado Provincial;NA;NA;NA;2;No;0;Aguas;Recursos hírdricos superficiales del canal interprovincial Córdoba-Santa Fe;0;Acepta;Fuero federal por la materia y provincia.;Si;Si;Remite PGN: Informe elaborado por oficial de justicia de la jurisdiccion del Juzgado Federal de San Francisco (Fs. 45). Explica cómo discurren las aguas en el canal interprovincial, afectando ambas provincias.;No;No;Unanimidad;NA;NA;5;NA;CR;CR;NA;competencia;Si;Si;AMB;"Dictamen MPF menciona otro dictamen dictado en Fallos: 331:793. También Fallos 329:2469; 330:4234"
2019;"CSJ 1771/2019 
";"Mendoza, Provincia de c/ Valle de Las Leñas SA y otros s/ acción por daño ambiental
";27/5/2021;344:1245;Estado Provincial;NA;NA;No;No;Empresa;Persona Física;Estado Provincial;NA;1;Rechaza;0;Fauna;Cóndor Andino;0;Rechaza;Derecho local. Ente nacional no es parte sustancial;Remite PGN: No;Remite PGN;Remite PGN;No;No;Unanimidad;NA;NA;4;Lorenzetti;CR;CR;NA;incompetencia;No;Si;AMB;"PGN cita: (Fallos: 312:640; 313:127 y 1062; 322:1514; 323:2107; 324:3846; 329:2105, entre otros). (Fallos: 331:1312). (confr. dictámenes de este Ministerio Público in re V.192, XLIII, Originario ""Vecinos por un Brandsen Ecológico Soco Civil cl Buenos Aires, provincia de y otros si amparo ley 16.9862"", del 12 de septiembre de 2007, con sentencia de V.E. de conformidad del 16 de diciembre de 2008, y ""Salas"", publicada en Fallos: 334: 1754) . Fallos: 324: 1137,"
2007;CSJ 175/2007 (43-V)/CS1;Vargas, Ricardo Marcelo c/ San Juan, Provincia de y otros s/ daño ambiental.;21/10/2021;No tiene;Persona Física;NA;NA;No;No;Estado Provincial;Empresa;Estado Nacional;NA;1;Rechaza;0;Minería e Hidrocarburos;Glaciares;1;Rechaza;Derecho local. No hay interjurisdiccionalidad del daño. Acumulación subjetiva de pretenciones es inadmisible.;No;Insuficiente;La Corte pide informes a los estados demandados el 24/4/2012 y el 1/9/2015. También acompañó información la empresa demandada.;No;No;Voto;Voto Rosenkrantz;0.2;5;NA;HR;HR1;"Fallos: 330:4234 y causa CSJ 107/2009 (45-Z)/CS1 “Zeballos, Saúl Argentino c/ San Juan, Provincia de y otros s/ amparo ambiental”, sentencia del 1° de septiembre de 2015) (Veladero); Fallos: 329:2316; Fallos: 331:1312; Fallos: 313:1053; 322:1470; Fallos: 327:4768";competencia;Si;No;ORI, AMB;Pascua Lama. CSJ 121/2009 (45-F)/CS1 (se resuelve el mismo día y también por Pascua Lama)
2009;CSJ 121/2009 (45-F)/CS1;"Fundación Ciudadanos Independientes c/ San Juan, Provincia de; Estado Nacional y otros s/ acción ambiental meramente declarativa";21/10/2021;344:2922;ONG;NA;NA;No;No;Estado Provincial;Empresa;Estado Nacional;NA;1;Rechaza;0;Minería e Hidrocarburos;Glaciares;2;Rechaza;Derecho local. No hay interjurisdiccionalidad del daño. Acumulación subjetiva de pretenciones es inadmisible.;No;Insuficiente;"Prueba incorporada en ""Vargas, Ricardo"". También pedidos de informes que la Corte fue ordenando cuando asumió competencia con carácter precautorio, además información que acompañó la asociación actora";No;No;Voto;Voto Rosenkrantz;0.2;5;NA;HR;HR1;Fallos: 329:2316;incompetencia;No;No;ORI, AMB;"También dirige demanda al Estado Nacional. Pascua Lama y Veladero. PGN cita estos fallos sobre interjurisdiccionalidad Fallos: 327:3880 y 329:2316, Fallos: 330:4234; 331:1679, Fallos: 329:2469 y 330:4234"
2019;CSJ 770/2019;Asociación Argentina de Abogados Ambientalistas y otro c/ Jujuy, Provincia de y otro (Estado Nacional) s/ amparo ambiental;11/11/2021;344:3442 ;ONG;NA;NA;Si;No;Estado Provincial;Estado Nacional;NA;NA;1;No;0;Parques Nacionales;Parque Nacional;0;Acepta;Fuero federal por la persona, por la materia, y provincia.;No dice;No;NA;No;No;Unanimidad;NA;NA;4;NA;HR;HR2;NA;competencia;No;No;AMB;La PGN sostiene que la materia es federal porque están cuestionados actos en donde intervienen autoridades nacionales
2020;CSJ 487/2020;Cesanelli, Valentín y otros c/ Entre Ríos, Provincia de s/ amparo ambiental;28/12/2021;No tiene;Persona Física;NA;NA;Si;No;Estado Provincial;NA;NA;NA;1;No;0;Quemas;Aire;0;Acepta;Fuero federal por la materia y provincia.;Si;Si;Fallo previo mismo tema/ Estudio de calidad de aire (cons. 6);No;No;Unanimidad;NA;NA;4;NA;HR;HR2;"Fallos 337:1439; Fallos: 326:75; CSJ 853/2008 - (Fallos: 329:2316) - (Fallos: 323:1192; 328:3609, entre otros) - (Fallos: 32:120; 250:774; 271:145; 284:20; 302:63; 311:872; 312:425; 316:965; 323:3859, entre otros).";competencia;Si;No;AMB;"AAK: Tramitará conexa con CSJ 468/2020; CSJ 542/2020; FRO 11327/2020/CA1-CS1; CSJ 1578/2020; FRO 70952/2018/CS1. La Corte no dice explicitamente que hay un recurso interjurisdiccional pero remite a Equistica en donde sí lo considera interjurisdiccional."
2018;FRO 070117/2018/CS001;Asociación Civil con Personería Jurídica Cuenca Río Paraná c/ Aguas Santafesinas S.A. y otros s/ amparo ambiental;22/3/2022;345:160;ONG;NA;NA;No;No;Estado Provincial;Empresa;NA;NA;1;SI;0;Residuos;Río Paraná;0;Rechaza;Renuncia a la jurisdicción originaria y prorroga en favor de tribunales inferiores;No dice;Argumenta que por la posición de la planta que vuelca los deshechos cloacales, el problemas es claramente interjurisdiccional;Prueba documental a fs. 33/84;No;No;Unanimidad;NA;NA;4;NA;HR;HR2;"Fallos: 333:1386 (considerando 5°, que cita a su vez los de Fallos: 315:2157 y 331:793), la solución antedicha se impone (conf. causas “Agropecuaria Mar S.A.”, ya citada; CSJ 58/2014 (50- F)/CS1 “Fincas del Sol S.A. c/ San Juan, Provincia de y otro s/ ordinario”, sentencia del 29 de abril de 2015 y “Gorordo, Jorge Oscar” –Fallos: 342:662-)";competencia;Si;No;AMB;"AAK: El caso tramitaba en la justicia federal con asiento en la provincia y llega a la CSJN porque el EN opone excepción de incompetencia. 
Ver si vale la pena expandir análisis de dicamen PGN. Cita jurisprudencia que pudiera ser util: Fallos: 315:2157, 329:2316, 327:3880, 334:476"
2019;CSJ 2266/2019;SAMBRO MERLO, CLAUDIA MARCELA c/ BUENOS AIRES, PROVINCIA DE Y OTROS s/AMPARO AMBIENTAL;28/6/2022;No tiene;Persona Física;NA;NA;No;No;Estado Nacional;Estado Provincial;Empresa;Ente nacional/internacional;1;No;0;Daño ambiental;Ambiente en general;0;Rechaza;No hay provincia.;No;No;NA;No;No;Unanimidad;NA;NA;4;NA;HR;HR2;"(citados por PGN) (Fallos: 311:879 y 1822; 312:1227 y 1457; 313:144; 314:508; 322:1511 y 2105, 330:4804, 270:78; 285:209; 302:63; 322:1514; 323:1854; 326:3642)";incompetencia;No;Si;AMB;Otros demandados: ANAC (organismo descentralizado)
2019;CSJ 1696/2019;Agropez S.A. c/ Chubut, Provincia del s/ acción declarativa de inconstitucionalidad;8/7/2020;343:547;Empresa;NA;NA;Si;No;Estado Provincial;NA;NA;NA;1;No;0;Impuestos/Tasas/Contribuciones/Aranceles;Recursos pesqueros ;0;Rechaza;Derecho local;No dice;NA;NA;No;No;Unanimidad;NA;NA;3;Rosenkrantz y Lorenzetti;CR;CR;"""Enap Sipetrol Argentina S.A. c/Tierra del Fuego, Antártida e Islas del Atlántico Sur, Provincia de y otros s/ acción declarativa de certeza e inconstitucionalidad""";competencia;No;No;ORI;Mediante las normas cuya inconstitucionalidad se solicita, Chubut crea el Fondo Ambiental Provincial con el objeto de preservar la biodiversidad, el uso sustentable de los recursos naturales y la reparación de daños generados al ambiente, el cual se conforma por un arancel aplicado a cada cajón de langostinos desembarcado en cada localidad portuaria de la provincia.
1995;C. 90. XXXI: ORI;Chaco, Provincia del c/ Estado Nacional s/accion declarativa;24/8/1995;No tiene;Estado provincial;NA;NA;NA;NA;Estado Nacional;Estado Provincial;NA;NA;1;Si;5;Regalias;"Complejo hidroeléctrico de
Yaciretá";0;Acepta;Fuero federal por la persona y provincia.;No dice;NA;NA;No;No;Unanimidad;NA;NA;5;Nazareno, Boggiano, Levene, Lopez;JN;JN1;-;competencia;No dice;No;ORI;Hay dos dictamenes. 
2013;CIV 033511/2013/CS001;MENNITTO WENDY MELISSA Y OTRO c/ AGRO INDUSTRIA MADERO SA s/DAÑOS Y PERJUICIOS;20/10/2015;No tiene;Persona Física;NA;NA;No;No;Estado Nacional;Estado Provincial;Empresa;NA;1;No;0;Daño Individual;NA;0;Rechaza;Remite al PGN. Derecho local y acumulación subjetiva de pretensiones inadmisible. No hay interjurisdiccionalidad. Estado Nacional no es parte sustancial;No;No;NA;No;No;Unanimidad;NA;NA;4;NA;RL;RL4;NA porque remite;incompetencia;No;Si;ORI;
2016;CSJ 1381/2016;BUENOS AIRES, PROVINCIA DE c/ LA PAMPA, PROVINCIA DE s/ORDINARIO;30/5/2017;No tiene;Estado provincial;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;2;No;0;Aguas;Río Colorado;0;Acepta;El conflicto que se suscita es entre dos provincias;No dice;NA;NA por la forma de resolver. La Corte ni el procurador mencionan, tampoco es accesible el escrito de inicio.;No;No;Unanimidad;NA;NA;5;NA;RL;RL7;-;competencia;Si;No;ORI;
2020;CSJ 1406/2020;DE AMORRORTU, FRANCISCO JAVIER c/ ESTADO NACIONAL (PEN) Y OTROS s/PROCESO DE CONOCIMIENTO - (EXPEDIENTE DIGITAL);16/11/2022;No tiene;Persona Física;NA;NA;No;No;Estado Nacional;Estado Provincial;Empresa;NA;1;No;0;EIA;Río Reconquista;0;Rechaza;NA (Remite - El PGN dice que ni la provincia ni el EN tienen parte sustancial en el proceso y no corresponde la acumulación subjetiva de pretensiones);No dice;NA;NA;No;No;Unanimidad;NA;NA;4;NA;HR;HR2;NA porque remite. ;incompetencia;No dice;Si;AMB;
2016;CSJ 1462/2016;RIO NEGRO, PROVINCIA DE c/ LA PAMPA, PROVINCIA DE s/ORDINARIO;31/5/2017;No tiene;Estado provincial;NA;NA;NA;NA;Estado Provincial;NA;NA;NA;2;No;0;Aguas;Río Colorado;0;Acepta;"Cuestión análoga a CSJ 1381/2016 ""Buenos Aires, Provincia de cl La Pampa, Provincia de
si ordinario"", remite (el conflicto se suscita entre dos provincias)";No dice;NA;NA por la forma de resolver. La Corte ni el procurador mencionan, tampoco es accesible el escrito de inicio.;No;No;Unanimidad;NA;NA;5;NA;RL;RL8;-;competencia;Si;Si;ORI;
